0.7,2.0,100000,0.03125,10,10,0.8210617288109467,0.5
0.7,2.0,100000,0.0625,10,10,0.8293482143564892,0.5
0.7,2.0,100000,0.125,10,10,0.8345422961975939,0.5
0.7,2.0,100000,0.25,10,10,0.8571276814106235,0.5
0.7,2.0,100000,0.5,10,10,0.9014182575193266,0.5
0.7,2.0,100000,1.0,10,10,0.9764844874998136,0.5
0.7,2.0,100000,2.0,10,10,1.0979319646459644,0.5
0.7,2.0,100000,37.912378337021515,10,10,1.434368440848263,0.5
0.7,2.0,100000,0.03125,10,10,0.7454238478339971,1.5
0.7,2.0,100000,0.0625,10,10,0.7412682536937476,1.5
0.7,2.0,100000,0.125,10,10,0.7419321347947785,1.5
0.7,2.0,100000,0.25,10,10,0.7348596942381052,1.5
0.7,2.0,100000,0.5,10,10,0.7218892315123887,1.5
0.7,2.0,100000,1.0,10,10,0.6957594195377509,1.5
0.7,2.0,100000,2.0,10,10,0.6789840217391592,1.5
0.7,2.0,100000,3.992681735620168,10,10,0.6766534576498952,1.5
0.7,2.0,100000,0.03125,10,10,0.7126944497966828,3
0.7,2.0,100000,0.0625,10,10,0.7118178464425666,3
0.7,2.0,100000,0.125,10,10,0.7063962178499329,3
0.7,2.0,100000,0.25,10,10,0.701892714302357,3
0.7,2.0,100000,0.5,10,10,0.685549269189749,3
0.7,2.0,100000,1.0,10,10,0.6213287754764294,3
0.7,2.0,100000,2.0,10,10,0.6190699728508521,3
0.7,2.0,100000,2.354540669766905,10,10,0.6200881185188687,3
0.7,2.0,100000,0.03125,10,10,0.7095539050125449,3.75
0.7,2.0,100000,0.0625,10,10,0.7077796471942884,3.75
0.7,2.0,100000,0.125,10,10,0.7024411089372128,3.75
0.7,2.0,100000,0.25,10,10,0.6953987586590894,3.75
0.7,2.0,100000,0.5,10,10,0.684709221201985,3.75
0.7,2.0,100000,1.0,10,10,0.6126429592829491,3.75
0.7,2.0,100000,2.0,10,10,0.6130609344258924,3.75
0.7,2.0,100000,2.143417758349317,10,10,0.6121906003743464,3.75
0.7,2.0,100000,0.03125,10,10,0.7703962811288737,1
0.7,2.0,100000,0.0625,10,10,0.7698547968568035,1
0.7,2.0,100000,0.125,10,10,0.7674837940934677,1
0.7,2.0,100000,0.25,10,10,0.7695392081792989,1
0.7,2.0,100000,0.5,10,10,0.7681663061409979,1
0.7,2.0,100000,1.0,10,10,0.7673719896996426,1
0.7,2.0,100000,2.0,10,10,0.7694412385242906,1
0.7,2.0,100000,8.537973210876967,10,10,0.7675620895364017,1
0.7,2.0,100000,0.03125,10,10,0.7916912352627533,0.75
0.7,2.0,100000,0.0625,10,10,0.7915816780833563,0.75
0.7,2.0,100000,0.125,10,10,0.7926954886612155,0.75
0.7,2.0,100000,0.25,10,10,0.8019354944413333,0.75
0.7,2.0,100000,0.5,10,10,0.8173376241096199,0.75
0.7,2.0,100000,1.0,10,10,0.8429207654203049,0.75
0.7,2.0,100000,2.0,10,10,0.8747871995369014,0.75
0.7,2.0,100000,17.97362495104998,10,10,0.908866564716028,0.75
0.7,2.0,100000,0.03125,10,10,0.7921215204686468,0.75
0.7,2.0,100000,0.0625,10,10,0.7900806437099963,0.75
0.7,2.0,100000,0.125,10,10,0.7944271783456032,0.75
0.7,2.0,100000,0.25,10,10,0.8043757261378661,0.75
0.7,2.0,100000,0.5,10,10,0.8163483991227056,0.75
0.7,2.0,100000,1.0,10,10,0.8425501280817187,0.75
0.7,2.0,100000,2.0,10,10,0.8760718000124437,0.75
0.7,2.0,100000,17.032899083603034,10,10,0.9078206050710457,0.75
0.7,2.0,100000,0.03125,10,10,0.7368041368768052,1.75
0.7,2.0,100000,0.0625,10,10,0.7333783977505339,1.75
0.7,2.0,100000,0.125,10,10,0.7299008683676554,1.75
0.7,2.0,100000,0.25,10,10,0.7228342389697441,1.75
0.7,2.0,100000,0.5,10,10,0.7070652354045835,1.75
0.7,2.0,100000,1.0,10,10,0.6722656542412215,1.75
0.7,2.0,100000,2.0,10,10,0.6580151387349235,1.75
0.7,2.0,100000,3.43019298596291,10,10,0.6568880936339231,1.75
0.7,2.0,100000,0.03125,10,10,0.7179253895941318,2.75
0.7,2.0,100000,0.0625,10,10,0.7143889292637314,2.75
0.7,2.0,100000,0.125,10,10,0.7111902341683389,2.75
0.7,2.0,100000,0.25,10,10,0.704182635506543,2.75
0.7,2.0,100000,0.5,10,10,0.6870993225700315,2.75
0.7,2.0,100000,1.0,10,10,0.6271431362216997,2.75
0.7,2.0,100000,2.0,10,10,0.623766144696632,2.75
0.7,2.0,100000,2.4048633223221456,10,10,0.6241648154376918,2.75
0.7,2.0,100000,0.03125,10,10,0.7078189185786767,3.9
0.7,2.0,100000,0.0625,10,10,0.7062091531379793,3.9
0.7,2.0,100000,0.125,10,10,0.7027224494918012,3.9
0.7,2.0,100000,0.25,10,10,0.6959366015100547,3.9
